21,30,-1
22,30,-1
8,11,-3
10,23,-3
20,30,-3
1,28,-4
1,38,-4
9,10,-4
10,24,-4
11,18,-4
13,20,-4
13,36,-4
21,39,-4
31,32,-4
1,42,-5
3,30,-5
4,8,-5
4,9,-5
4,13,-5
4,18,-5
4,40,-5
6,21,-5
9,25,-5
10,38,-5
10,44,-5
11,31,-5
11,32,-5
12,13,-5
12,16,-5
13,19,-5
14,32,-5
15,24,-5
15,27,-5
17,36,-5
18,32,-5
18,36,-5
20,39,-5
26,45,-5
32,35,-5
32,42,-5
38,39,-5
38,41,-5
1,23,-6
1,32,-6
2,9,-6
2,38,-6
3,9,-6
3,10,-6
3,42,-6
4,11,-6
4,21,-6
4,24,-6
4,37,-6
5,6,-6
5,38,-6
5,42,-6
6,7,-6
6,30,-6
7,44,-6
8,30,-6
9,11,-6
9,13,-6
9,23,-6
9,27,-6
9,32,-6
9,37,-6
10,13,-6
10,20,-6
10,32,-6
10,33,-6
10,41,-6
11,23,-6
11,40,-6
12,23,-6
12,31,-6
13,17,-6
13,22,-6
13,34,-6
13,44,-6
14,44,-6
14,45,-6
18,26,-6
18,34,-6
18,45,-6
19,32,-6
20,25,-6
21,44,-6
26,37,-6
27,42,-6
29,31,-6
30,36,-6
31,36,-6
31,44,-6
33,41,-6
37,39,-6
37,41,-6
44,45,-6
1,6,-7
1,18,-7
2,14,-7
3,7,-7
4,34,-7
5,10,-7
5,36,-7
6,10,-7
6,41,-7
7,33,-7
8,13,-7
8,36,-7
9,14,-7
9,17,-7
9,24,-7
9,39,-7
9,41,-7
10,22,-7
10,28,-7
10,34,-7
10,42,-7
11,24,-7
11,30,-7
11,34,-7
11,44,-7
12,14,-7
12,20,-7
12,41,-7
12,45,-7
13,14,-7
13,26,-7
13,30,-7
14,22,-7
14,24,-7
15,37,-7
16,26,-7
16,30,-7
16,36,-7
17,31,-7
17,38,-7
17,42,-7
18,30,-7
18,38,-7
18,41,-7
18,42,-7
21,27,-7
21,33,-7
21,36,-7
21,41,-7
22,35,-7
22,37,-7
22,40,-7
23,24,-7
23,30,-7
23,38,-7
23,42,-7
23,43,-7
24,37,-7
25,30,-7
25,32,-7
27,43,-7
29,30,-7
30,32,-7
30,42,-7
30,43,-7
32,43,-7
36,37,-7
38,42,-7
40,42,-7
41,42,-7
41,44,-7
42,44,-7
43,44,-7
1,8,-8
1,10,-8
1,39,-8
1,41,-8
1,45,-8
2,22,-8
2,24,-8
2,42,-8
2,44,-8
3,13,-8
3,18,-8
4,28,-8
4,29,-8
4,32,-8
4,38,-8
4,42,-8
4,43,-8
5,24,-8
5,37,-8
6,13,-8
6,28,-8
6,43,-8
7,23,-8
7,34,-8
8,14,-8
8,21,-8
8,31,-8
8,33,-8
8,37,-8
9,15,-8
9,21,-8
9,22,-8
9,26,-8
9,31,-8
9,35,-8
9,36,-8
9,44,-8
10,16,-8
10,29,-8
10,31,-8
10,35,-8
10,45,-8
11,12,-8
11,20,-8
11,22,-8
11,36,-8
11,38,-8
12,19,-8
12,21,-8
12,37,-8
12,43,-8
13,24,-8
13,40,-8
13,42,-8
14,34,-8
14,36,-8
14,42,-8
15,18,-8
15,22,-8
15,30,-8
15,32,-8
16,18,-8
16,19,-8
16,43,-8
17,18,-8
17,20,-8
17,23,-8
18,27,-8
18,43,-8
18,44,-8
19,31,-8
19,42,-8
20,34,-8
20,36,-8
21,32,-8
21,37,-8
21,42,-8
22,23,-8
22,24,-8
22,27,-8
22,31,-8
22,44,-8
24,29,-8
24,30,-8
24,32,-8
24,40,-8
25,40,-8
26,29,-8
26,30,-8
31,33,-8
31,34,-8
31,38,-8
31,42,-8
31,43,-8
31,45,-8
32,36,-8
34,38,-8
34,39,-8
34,42,-8
34,43,-8
35,38,-8
35,41,-8
37,43,-8
39,40,-8
40,45,-8
41,45,-8
1,5,-9
1,13,-9
1,14,-9
1,16,-9
2,7,-9
2,15,-9
2,23,-9
2,31,-9
2,45,-9
3,8,-9
3,14,-9
3,22,-9
3,31,-9
3,36,-9
4,14,-9
4,23,-9
4,30,-9
4,44,-9
5,14,-9
5,19,-9
5,40,-9
6,8,-9
6,24,-9
6,42,-9
7,30,-9
8,15,-9
8,24,-9
8,42,-9
8,43,-9
8,45,-9
9,18,-9
9,28,-9
9,43,-9
9,45,-9
10,11,-9
10,19,-9
10,21,-9
10,26,-9
10,36,-9
10,43,-9
11,13,-9
11,15,-9
11,19,-9
11,21,-9
11,26,-9
11,27,-9
11,28,-9
11,41,-9
12,32,-9
13,18,-9
13,23,-9
13,28,-9
13,32,-9
13,37,-9
14,21,-9
14,27,-9
14,35,-9
14,37,-9
14,43,-9
15,33,-9
15,38,-9
16,21,-9
16,32,-9
16,42,-9
16,45,-9
17,26,-9
17,30,-9
17,43,-9
18,25,-9
18,35,-9
18,39,-9
19,26,-9
19,29,-9
20,42,-9
21,22,-9
21,26,-9
21,38,-9
22,25,-9
23,36,-9
24,43,-9
24,44,-9
25,38,-9
26,27,-9
26,28,-9
26,34,-9
26,36,-9
26,38,-9
26,42,-9
29,38,-9
29,39,-9
29,43,-9
29,44,-9
30,38,-9
30,44,-9
30,45,-9
31,37,-9
32,33,-9
32,38,-9
32,44,-9
33,36,-9
37,38,-9
37,42,-9
40,41,-9
40,43,-9
1,37,-10
2,10,-10
2,12,-10
2,13,-10
3,12,-10
3,20,-10
3,27,-10
3,39,-10
4,10,-10
4,15,-10
4,39,-10
4,41,-10
5,9,-10
5,11,-10
5,13,-10
5,22,-10
5,27,-10
5,31,-10
6,19,-10
6,26,-10
6,35,-10
6,45,-10
7,11,-10
7,14,-10
7,18,-10
7,22,-10
8,18,-10
8,19,-10
8,22,-10
8,38,-10
9,16,-10
9,19,-10
9,33,-10
9,34,-10
9,42,-10
10,12,-10
10,15,-10
10,18,-10
10,30,-10
10,37,-10
10,40,-10
11,14,-10
11,35,-10
11,37,-10
11,42,-10
12,15,-10
12,30,-10
12,36,-10
12,42,-10
13,29,-10
13,31,-10
13,33,-10
13,38,-10
13,39,-10
14,15,-10
14,25,-10
14,33,-10
14,39,-10
14,40,-10
14,41,-10
15,19,-10
15,31,-10
15,34,-10
15,42,-10
16,38,-10
16,40,-10
17,29,-10
19,33,-10
19,39,-10
19,41,-10
20,41,-10
20,44,-10
21,28,-10
21,31,-10
21,43,-10
22,32,-10
22,38,-10
22,42,-10
23,25,-10
23,34,-10
23,35,-10
23,37,-10
23,39,-10
23,44,-10
24,39,-10
24,41,-10
24,42,-10
25,29,-10
25,34,-10
26,40,-10
27,31,-10
27,32,-10
27,38,-10
27,39,-10
27,41,-10
27,44,-10
28,31,-10
28,32,-10
28,35,-10
28,36,-10
28,40,-10
28,43,-10
28,45,-10
30,33,-10
30,35,-10
30,39,-10
30,41,-10
31,41,-10
32,45,-10
33,35,-10
33,39,-10
33,42,-10
34,36,-10
34,37,-10
35,37,-10
35,42,-10
36,41,-10
37,40,-10
38,40,-10
38,45,-10
39,41,-10
39,42,-10
39,43,-10
39,45,-10
1,15,-11
1,17,-11
1,22,-11
1,24,-11
1,25,-11
1,27,-11
1,30,-11
1,36,-11
2,6,-11
2,8,-11
2,29,-11
2,37,-11
3,4,-11
3,25,-11
3,38,-11
3,44,-11
4,5,-11
4,12,-11
4,20,-11
4,22,-11
4,27,-11
4,36,-11
4,45,-11
5,8,-11
5,30,-11
5,32,-11
6,9,-11
6,17,-11
6,18,-11
6,31,-11
7,26,-11
7,31,-11
7,32,-11
7,38,-11
8,9,-11
8,12,-11
8,25,-11
8,27,-11
8,32,-11
8,39,-11
8,44,-11
9,12,-11
9,20,-11
9,29,-11
9,30,-11
9,38,-11
10,14,-11
10,39,-11
11,16,-11
11,29,-11
12,18,-11
12,24,-11
12,25,-11
12,38,-11
12,39,-11
13,21,-11
13,25,-11
13,35,-11
13,43,-11
13,45,-11
14,20,-11
14,23,-11
14,26,-11
15,17,-11
15,25,-11
15,26,-11
15,44,-11
16,22,-11
16,34,-11
17,32,-11
17,33,-11
17,35,-11
17,40,-11
18,24,-11
18,33,-11
19,22,-11
19,24,-11
19,30,-11
19,35,-11
19,36,-11
19,38,-11
20,24,-11
20,29,-11
20,31,-11
21,34,-11
21,35,-11
22,26,-11
22,34,-11
22,41,-11
23,26,-11
23,28,-11
24,35,-11
24,36,-11
24,45,-11
25,26,-11
25,33,-11
25,44,-11
25,45,-11
26,31,-11
26,43,-11
27,28,-11
27,29,-11
27,36,-11
27,40,-11
28,37,-11
28,44,-11
29,34,-11
30,37,-11
31,39,-11
32,37,-11
32,40,-11
33,38,-11
33,40,-11
33,44,-11
34,41,-11
36,38,-11
38,43,-11
38,44,-11
42,43,-11
1,3,-12
1,34,-12
2,16,-12
2,21,-12
2,26,-12
2,27,-12
2,32,-12
3,19,-12
3,35,-12
3,45,-12
4,6,-12
4,35,-12
5,7,-12
5,20,-12
5,23,-12
5,25,-12
5,26,-12
5,34,-12
5,39,-12
5,45,-12
6,11,-12
6,27,-12
6,40,-12
7,9,-12
7,10,-12
7,19,-12
7,37,-12
7,43,-12
7,45,-12
8,10,-12
8,23,-12
8,34,-12
9,40,-12
10,17,-12
10,25,-12
11,25,-12
11,43,-12
12,28,-12
12,34,-12
14,17,-12
14,18,-12
14,29,-12
14,38,-12
15,16,-12
15,23,-12
15,36,-12
15,39,-12
16,24,-12
16,31,-12
16,35,-12
16,39,-12
17,21,-12
17,37,-12
18,19,-12
18,40,-12
19,23,-12
19,44,-12
20,22,-12
20,23,-12
20,26,-12
20,27,-12
20,37,-12
21,23,-12
21,29,-12
23,33,-12
23,45,-12
24,31,-12
24,38,-12
25,31,-12
25,37,-12
27,34,-12
28,30,-12
28,38,-12
29,32,-12
29,36,-12
30,31,-12
32,34,-12
34,35,-12
35,44,-12
36,40,-12
36,44,-12
36,45,-12
37,45,-12
1,11,-13
1,20,-13
1,21,-13
1,29,-13
1,40,-13
1,44,-13
2,18,-13
2,30,-13
2,35,-13
2,39,-13
2,40,-13
2,41,-13
3,16,-13
3,26,-13
3,32,-13
3,37,-13
4,17,-13
4,19,-13
5,12,-13
5,21,-13
5,33,-13
5,35,-13
5,41,-13
6,16,-13
6,20,-13
6,22,-13
6,29,-13
6,38,-13
6,39,-13
6,44,-13
7,15,-13
7,21,-13
7,24,-13
7,27,-13
7,28,-13
8,16,-13
8,17,-13
8,29,-13
8,35,-13
8,40,-13
11,17,-13
11,33,-13
11,39,-13
11,45,-13
12,22,-13
12,27,-13
12,29,-13
12,35,-13
12,44,-13
13,15,-13
14,28,-13
